Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
1369,Keweenaw,2044673,16964158,0,19008831,Total All Sectors,2018
1370,Lake,0,72308915,0,72308915,Total All Sectors,2018
1371,Lapeer,0,222819275,121475853,344295128,Total All Sectors,2018
1372,Leelanau,8707000,568097019,38922587,615726606,Total All Sectors,2018
1373,Lenawee,0,2107026303,1479670235,3586696538,Total All Sectors,2018
1374,Livingston,0,3297403241,813511769,4110915010,Total All Sectors,2018
1375,Luce,0,328375665,0,328375665,Total All Sectors,2018
1376,Mackinac,4165928100,74592000,7195000,4247715100,Total All Sectors,2018
1377,Macomb,1170700000,443660659,415016085,2029376744,Total All Sectors,2018
1378,Manistee,0,1251225633,11830220064,13081445697,Total All Sectors,2018
1379,Marquette,59231623464,1480887118,11355780457,72068291040,Total All Sectors,2018
1380,Mason,1077717000,772567028,8695529128,10545813156,Total All Sectors,2018
1381,Mecosta,0,3635146908,379542731,4014689639,Total All Sectors,2018
1382,Menominee,318580000,64962511,14050000,397592511,Total All Sectors,2018
1383,Midland,0,253422601,4899775671,5153198272,Total All Sectors,2018
1384,Missaukee,0,1769726471,182310478,1952036949,Total All Sectors,2018
1385,Monroe,574035427428,10253980736,414719219,584704127383,Total All Sectors,2018
1386,Montcalm,0,10555227714,3303087053,13858314767,Total All Sectors,2018
1387,Montmorency,0,92719454,0,92719454,Total All Sectors,2018
1388,Muskegon,4585524000,2597266931,2094294351,9277085282,Total All Sectors,2018
1389,Newaygo,0,2450909364,491269905,2942179269,Total All Sectors,2018
1390,Oakland,0,10041027007,4930275626,14971302633,Total All Sectors,2018
1391,Oceana,0,2085770647,193533371,2279304018,Total All Sectors,2018
1392,Ogemaw,0,189031431,185838153,374869584,Total All Sectors,2018
1393,Ontonagon,142170000,22010060,0,164180060,Total All Sectors,2018
1394,Osceola,0,960286237,154935800,1115222037,Total All Sectors,2018
1395,Oscoda,0,64061623,74400000,138461623,Total All Sectors,2018
1396,Otsego,0,697481905,135000000,832481905,Total All Sectors,2018
1397,Ottawa,248910034787,3145812582,11680091533,263735938902,Total All Sectors,2018
1398,Presque Isle,1572293919,7838910789,8750462102,18161666810,Total All Sectors,2018
1399,Roscommon,0,156506167,65617920,222124087,Total All Sectors,2018
1400,Saginaw,0,328981719,129543278,458524997,Total All Sectors,2018
1401,Saint Clair,468014123631,195073091,62517462,468271714184,Total All Sectors,2018
1402,Saint Joseph,0,17628345695,3351246637,20979592332,Total All Sectors,2018
1403,Sanilac,122032000,711429009,91253249,924714258,Total All Sectors,2018
1404,Schoolcraft,1953142000,3051178708,2617561000,7621881708,Total All Sectors,2018
1405,Shiawassee,0,1105056047,120243600,1225299647,Total All Sectors,2018
1406,Tuscola,0,1070435906,884808083,1955243989,Total All Sectors,2018
1407,Van Buren,43229591000,6302208571,403149836,49934949407,Total All Sectors,2018
1408,Washtenaw,0,3598317155,5101880302,8700197458,Total All Sectors,2018
1409,Wayne,373596175424,754894482,144705306530,519056376436,Total All Sectors,2018
1410,Wexford,0,1890096441,3149282050,5039378491,Total All Sectors,2018
1411,Alcona,0,0,0,0,Commercial-Institutional,2018
1412,Alger,0,2854015,0,2854015,Commercial-Institutional,2018
1413,Allegan,0,37980423,0,37980423,Commercial-Institutional,2018
1414,Alpena,0,0,0,0,Commercial-Institutional,2018
1415,Antrim,0,410000,0,410000,Commercial-Institutional,2018
1416,Arenac,0,1876600,208250,2084850,Commercial-Institutional,2018
1417,Baraga,0,0,0,0,Commercial-Institutional,2018
1418,Barry,0,971000,0,971000,Commercial-Institutional,2018
1419,Bay,0,0,0,0,Commercial-Institutional,2018
1420,Benzie,0,27903780,0,27903780,Commercial-Institutional,2018
1421,Berrien,0,10286862,0,10286862,Commercial-Institutional,2018
1422,Branch,0,1323500,0,1323500,Commercial-Institutional,2018
1423,Calhoun,0,172749158,0,172749158,Commercial-Institutional,2018
1424,Cass,0,1709600,0,1709600,Commercial-Institutional,2018
1425,Charlevoix,0,170173800,0,170173800,Commercial-Institutional,2018
1426,Cheboygan,0,184000,0,184000,Commercial-Institutional,2018
1427,Chippewa,0,1541000,0,1541000,Commercial-Institutional,2018
1428,Clare,0,19280700,0,19280700,Commercial-Institutional,2018
1429,Clinton,0,0,0,0,Commercial-Institutional,2018
1430,Crawford,0,39610000,0,39610000,Commercial-Institutional,2018
1431,Delta,0,0,0,0,Commercial-Institutional,2018
1432,Dickinson,0,0,0,0,Commercial-Institutional,2018
1433,Eaton,0,1687500,900000,2587500,Commercial-Institutional,2018
1434,Emmet,0,137545380,0,137545380,Commercial-Institutional,2018
1435,Genesee,0,5936100,0,5936100,Commercial-Institutional,2018
1436,Gladwin,0,0,0,0,Commercial-Institutional,2018
1437,Gogebic,0,0,42000000,42000000,Commercial-Institutional,2018
1438,Grand Traverse,0,22669000,0,22669000,Commercial-Institutional,2018
1439,Gratiot,0,531790,0,531790,Commercial-Institutional,2018
1440,Hillsdale,0,5592000,0,5592000,Commercial-Institutional,2018
1441,Houghton,0,0,0,0,Commercial-Institutional,2018
1442,Huron,0,7555092,0,7555092,Commercial-Institutional,2018
1443,Ingham,0,46660117,72000,46732117,Commercial-Institutional,2018
1444,Ionia,0,24578898,0,24578898,Commercial-Institutional,2018
1445,Iosco,0,1726000,0,1726000,Commercial-Institutional,2018
1446,Iron,0,0,1038,1038,Commercial-Institutional,2018
1447,Isabella,0,36000,0,36000,Commercial-Institutional,2018
1448,Jackson,0,173058568,0,173058568,Commercial-Institutional,2018
1449,Kalamazoo,0,71742550,0,71742550,Commercial-Institutional,2018
1450,Kalkaska,0,0,0,0,Commercial-Institutional,2018
1451,Kent,0,139394236,45675402,185069638,Commercial-Institutional,2018
1452,Keweenaw,0,0,0,0,Commercial-Institutional,2018
1453,Lake,0,100000,0,100000,Commercial-Institutional,2018
1454,Lapeer,0,1427603,0,1427603,Commercial-Institutional,2018
1455,Leelanau,0,7386315,75000,7461315,Commercial-Institutional,2018
1456,Lenawee,0,12178020,0,12178020,Commercial-Institutional,2018
1457,Livingston,0,15356100,0,15356100,Commercial-Institutional,2018
1458,Luce,0,916550,0,916550,Commercial-Institutional,2018
1459,Mackinac,0,0,0,0,Commercial-Institutional,2018
1460,Macomb,0,5271882,0,5271882,Commercial-Institutional,2018
1461,Manistee,0,1122443,0,1122443,Commercial-Institutional,2018
1462,Marquette,0,0,17000000,17000000,Commercial-Institutional,2018
1463,Mason,0,3305456,0,3305456,Commercial-Institutional,2018
1464,Mecosta,0,2090996,0,2090996,Commercial-Institutional,2018
1465,Menominee,0,0,0,0,Commercial-Institutional,2018
1466,Midland,0,0,0,0,Commercial-Institutional,2018
1467,Missaukee,0,0,0,0,Commercial-Institutional,2018
1468,Monroe,0,6937825,0,6937825,Commercial-Institutional,2018
1469,Montcalm,0,600000,0,600000,Commercial-Institutional,2018
1470,Montmorency,0,14400,0,14400,Commercial-Institutional,2018
1471,Muskegon,0,7794341,0,7794341,Commercial-Institutional,2018
1472,Newaygo,0,0,0,0,Commercial-Institutional,2018
1473,Oakland,0,47692384,0,47692384,Commercial-Institutional,2018
1474,Oceana,0,11595566,820700,12416266,Commercial-Institutional,2018
1475,Ogemaw,0,3037992,0,3037992,Commercial-Institutional,2018
1476,Ontonagon,0,0,0,0,Commercial-Institutional,2018
1477,Osceola,0,2912791,4565800,7478591,Commercial-Institutional,2018
1478,Oscoda,0,0,0,0,Commercial-Institutional,2018
1479,Otsego,0,0,0,0,Commercial-Institutional,2018
1480,Ottawa,0,10330066,367500,10697566,Commercial-Institutional,2018
1481,Presque Isle,0,178200,0,178200,Commercial-Institutional,2018
1482,Roscommon,0,11026500,0,11026500,Commercial-Institutional,2018
1483,Saginaw,0,0,0,0,Commercial-Institutional,2018
1484,Saint Clair,0,547000,0,547000,Commercial-Institutional,2018
1485,Saint Joseph,0,136310134,0,136310134,Commercial-Institutional,2018
1486,Sanilac,0,407901,1,407902,Commercial-Institutional,2018
1487,Schoolcraft,0,0,0,0,Commercial-Institutional,2018
1488,Shiawassee,0,0,0,0,Commercial-Institutional,2018
1489,Tuscola,0,0,0,0,Commercial-Institutional,2018
1490,Van Buren,0,4066818,0,4066818,Commercial-Institutional,2018
1491,Washtenaw,0,48866069,0,48866069,Commercial-Institutional,2018
1492,Wayne,136500000,2385000,0,138885000,Commercial-Institutional,2018
1493,Wexford,0,65910460,0,65910460,Commercial-Institutional,2018
1494,Alcona,0,121812000,0,121812000,Electric Power Generation,2018
1495,Alger,0,0,0,0,Electric Power Generation,2018
1496,Allegan,0,1951514,0,1951514,Electric Power Generation,2018
1497,Alpena,521517880000,0,20697850000,542215730000,Electric Power Generation,2018
1498,Antrim,0,0,0,0,Electric Power Generation,2018
1499,Arenac,0,0,0,0,Electric Power Generation,2018
1500,Baraga,5814030000,0,0,5814030000,Electric Power Generation,2018
1501,Barry,0,0,0,0,Electric Power Generation,2018
1502,Bay,0,0,93592493936,93592493936,Electric Power Generation,2018
1503,Benzie,0,0,0,0,Electric Power Generation,2018
1504,Berrien,773979000000,0,0,773979000000,Electric Power Generation,2018
1505,Branch,0,0,0,0,Electric Power Generation,2018
1506,Calhoun,0,0,0,0,Electric Power Generation,2018
1507,Cass,0,0,0,0,Electric Power Generation,2018
1508,Charlevoix,0,0,0,0,Electric Power Generation,2018
1509,Cheboygan,0,0,0,0,Electric Power Generation,2018
1510,Chippewa,0,0,0,0,Electric Power Generation,2018
1511,Clare,0,0,0,0,Electric Power Generation,2018
1512,Clinton,0,0,0,0,Electric Power Generation,2018
1513,Crawford,0,82000000,0,82000000,Electric Power Generation,2018
1514,Delta,0,0,0,0,Electric Power Generation,2018
1515,Dickinson,0,0,0,0,Electric Power Generation,2018
1516,Eaton,0,0,406433000,406433000,Electric Power Generation,2018
1517,Emmet,0,0,0,0,Electric Power Generation,2018
1518,Genesee,0,28796140,0,28796140,Electric Power Generation,2018
1519,Gladwin,0,0,0,0,Electric Power Generation,2018
1520,Gogebic,0,0,0,0,Electric Power Generation,2018
1521,Grand Traverse,0,0,0,0,Electric Power Generation,2018
1522,Gratiot,0,0,0,0,Electric Power Generation,2018
1523,Hillsdale,0,0,0,0,Electric Power Generation,2018
1524,Houghton,0,0,0,0,Electric Power Generation,2018
1525,Huron,0,0,0,0,Electric Power Generation,2018
1526,Ingham,0,0,36034130013,36034130013,Electric Power Generation,2018
1527,Ionia,0,0,0,0,Electric Power Generation,2018
1528,Iosco,0,0,0,0,Electric Power Generation,2018
1529,Iron,0,0,0,0,Electric Power Generation,2018
1530,Isabella,0,16412946,0,16412946,Electric Power Generation,2018
1531,Jackson,0,0,0,0,Electric Power Generation,2018
1532,Kalamazoo,0,0,0,0,Electric Power Generation,2018
1533,Kalkaska,0,0,0,0,Electric Power Generation,2018
1534,Kent,0,0,113487361,113487361,Electric Power Generation,2018
1535,Keweenaw,0,0,0,0,Electric Power Generation,2018
1536,Lake,0,0,0,0,Electric Power Generation,2018
1537,Lapeer,0,0,0,0,Electric Power Generation,2018
1538,Leelanau,0,0,0,0,Electric Power Generation,2018
1539,Lenawee,0,0,0,0,Electric Power Generation,2018
1540,Livingston,0,0,0,0,Electric Power Generation,2018
1541,Luce,0,0,0,0,Electric Power Generation,2018
1542,Mackinac,0,0,0,0,Electric Power Generation,2018
1543,Macomb,0,0,0,0,Electric Power Generation,2018
1544,Manistee,0,69494761,341852049,411346810,Electric Power Generation,2018
1545,Marquette,58408543464,0,0,58408543464,Electric Power Generation,2018
1546,Mason,0,0,0,0,Electric Power Generation,2018
1547,Mecosta,0,0,0,0,Electric Power Generation,2018
1548,Menominee,0,0,0,0,Electric Power Generation,2018
1549,Midland,0,0,3587000000,3587000000,Electric Power Generation,2018
1550,Missaukee,0,116968689,0,116968689,Electric Power Generation,2018
1551,Monroe,570550279428,0,0,570550279428,Electric Power Generation,2018
1552,Montcalm,0,0,0,0,Electric Power Generation,2018
1553,Montmorency,0,0,0,0,Electric Power Generation,2018
1554,Muskegon,0,0,0,0,Electric Power Generation,2018
1555,Newaygo,0,0,0,0,Electric Power Generation,2018
1556,Oakland,0,0,0,0,Electric Power Generation,2018
1557,Oceana,0,0,0,0,Electric Power Generation,2018
1558,Ogemaw,0,0,0,0,Electric Power Generation,2018
1559,Ontonagon,0,0,0,0,Electric Power Generation,2018
1560,Osceola,0,0,0,0,Electric Power Generation,2018
1561,Oscoda,0,0,0,0,Electric Power Generation,2018
1562,Otsego,0,0,0,0,Electric Power Generation,2018
1563,Ottawa,241571247787,419721046,10344133956,252335102789,Electric Power Generation,2018
1564,Presque Isle,0,0,0,0,Electric Power Generation,2018
1565,Roscommon,0,0,0,0,Electric Power Generation,2018
1566,Saginaw,0,0,0,0,Electric Power Generation,2018
1567,Saint Clair,459373955387,0,0,459373955387,Electric Power Generation,2018
1568,Saint Joseph,0,0,0,0,Electric Power Generation,2018
1569,Sanilac,0,0,0,0,Electric Power Generation,2018
1570,Schoolcraft,0,0,0,0,Electric Power Generation,2018
1571,Shiawassee,0,0,0,0,Electric Power Generation,2018
1572,Tuscola,0,0,0,0,Electric Power Generation,2018
1573,Van Buren,42714450000,0,0,42714450000,Electric Power Generation,2018
1574,Washtenaw,0,0,0,0,Electric Power Generation,2018
1575,Wayne,109581271616,0,64457569000,174038840616,Electric Power Generation,2018
1576,Wexford,0,0,0,0,Electric Power Generation,2018
1577,Alcona,0,0,0,0,Industrial-Manufacturing,2018
1578,Alger,1664200000,103260760,0,1767460760,Industrial-Manufacturing,2018
1579,Allegan,0,1213218321,432773128,1645991449,Industrial-Manufacturing,2018
1580,Alpena,0,0,1322334720,1322334720,Industrial-Manufacturing,2018
1581,Antrim,0,26513485,0,26513485,Industrial-Manufacturing,2018
1582,Arenac,0,0,0,0,Industrial-Manufacturing,2018
1583,Baraga,95179444,0,0,95179444,Industrial-Manufacturing,2018
1584,Barry,0,316330283,55000000,371330283,Industrial-Manufacturing,2018
1585,Bay,0,0,752215168,752215168,Industrial-Manufacturing,2018
1586,Benzie,0,289413314,0,289413314,Industrial-Manufacturing,2018
1587,Berrien,0,406282854,0,406282854,Industrial-Manufacturing,2018
1588,Branch,0,25102000,134419920,159521920,Industrial-Manufacturing,2018
1589,Calhoun,0,1837989042,497181136,2335170178,Industrial-Manufacturing,2018
1590,Cass,0,131476260,274581453,406057713,Industrial-Manufacturing,2018
1591,Charlevoix,0,4009957851,934493628,4944451479,Industrial-Manufacturing,2018
1592,Cheboygan,0,3169612,372722667,375892279,Industrial-Manufacturing,2018
1593,Chippewa,35639000,6200000,0,41839000,Industrial-Manufacturing,2018
1594,Clare,0,29840450,899124000,928964450,Industrial-Manufacturing,2018
1595,Clinton,0,343862706,791782500,1135645206,Industrial-Manufacturing,2018
1596,Crawford,0,36505345,0,36505345,Industrial-Manufacturing,2018
1597,Delta,14223830000,58933614,167582700,14450346314,Industrial-Manufacturing,2018
1598,Dickinson,0,9541500,7206275215,7215816715,Industrial-Manufacturing,2018
1599,Eaton,0,2881856,0,2881856,Industrial-Manufacturing,2018
1600,Emmet,0,17595580,0,17595580,Industrial-Manufacturing,2018
1601,Genesee,0,4388400,0,4388400,Industrial-Manufacturing,2018
1602,Gladwin,0,0,0,0,Industrial-Manufacturing,2018
1603,Gogebic,0,0,0,0,Industrial-Manufacturing,2018
1604,Grand Traverse,0,84002904,0,84002904,Industrial-Manufacturing,2018
1605,Gratiot,0,152435690,111384000,263819690,Industrial-Manufacturing,2018
1606,Hillsdale,0,738117801,0,738117801,Industrial-Manufacturing,2018
1607,Houghton,0,0,0,0,Industrial-Manufacturing,2018
1608,Huron,0,84741435,0,84741435,Industrial-Manufacturing,2018
1609,Ingham,0,31932367,0,31932367,Industrial-Manufacturing,2018
1610,Ionia,0,176619890,0,176619890,Industrial-Manufacturing,2018
1611,Iosco,0,234441124,12526994,246968118,Industrial-Manufacturing,2018
1612,Iron,0,0,0,0,Industrial-Manufacturing,2018
1613,Isabella,0,22658025,462600000,485258025,Industrial-Manufacturing,2018
1614,Jackson,0,507840967,268871400,776712367,Industrial-Manufacturing,2018
1615,Kalamazoo,0,7034004372,1332607938,8366612310,Industrial-Manufacturing,2018
1616,Kalkaska,0,0,0,0,Industrial-Manufacturing,2018
1617,Kent,0,258370550,198718000,457088550,Industrial-Manufacturing,2018
1618,Keweenaw,0,0,0,0,Industrial-Manufacturing,2018
1619,Lake,0,0,0,0,Industrial-Manufacturing,2018
1620,Lapeer,0,0,0,0,Industrial-Manufacturing,2018
1621,Leelanau,0,166095718,12019050,178114768,Industrial-Manufacturing,2018
1622,Lenawee,0,179186300,3564100,182750400,Industrial-Manufacturing,2018
1623,Livingston,0,209327371,615318000,824645371,Industrial-Manufacturing,2018
1624,Luce,0,19860287,0,19860287,Industrial-Manufacturing,2018
1625,Mackinac,3688955100,6943600,0,3695898700,Industrial-Manufacturing,2018
1626,Macomb,0,14639168,0,14639168,Industrial-Manufacturing,2018
1627,Manistee,0,217486800,11414086815,11631573615,Industrial-Manufacturing,2018
1628,Marquette,0,370220943,3343887482,3714108425,Industrial-Manufacturing,2018
1629,Mason,0,239260480,8545948348,8785208828,Industrial-Manufacturing,2018
1630,Mecosta,0,322324364,25334400,347658764,Industrial-Manufacturing,2018
1631,Menominee,0,8329300,0,8329300,Industrial-Manufacturing,2018
1632,Midland,0,77961000,1237493490,1315454490,Industrial-Manufacturing,2018
1633,Missaukee,0,137466270,0,137466270,Industrial-Manufacturing,2018
1634,Monroe,0,9428414405,0,9428414405,Industrial-Manufacturing,2018
1635,Montcalm,0,24756086,2245790558,2270546644,Industrial-Manufacturing,2018
1636,Montmorency,0,300000,0,300000,Industrial-Manufacturing,2018
1637,Muskegon,0,958582489,1598120000,2556702489,Industrial-Manufacturing,2018
1638,Newaygo,0,290812993,0,290812993,Industrial-Manufacturing,2018
1639,Oakland,0,759799690,3386659500,4146459190,Industrial-Manufacturing,2018
1640,Oceana,0,577640927,842400,578483327,Industrial-Manufacturing,2018
1641,Ogemaw,0,6386208,172800000,179186208,Industrial-Manufacturing,2018
1642,Ontonagon,0,0,0,0,Industrial-Manufacturing,2018
1643,Osceola,0,274914878,25920000,300834878,Industrial-Manufacturing,2018
1644,Oscoda,0,0,0,0,Industrial-Manufacturing,2018
1645,Otsego,0,837728,0,837728,Industrial-Manufacturing,2018
1646,Ottawa,0,182494820,393220800,575715620,Industrial-Manufacturing,2018
1647,Presque Isle,1572293919,7597207053,8663941074,17833442046,Industrial-Manufacturing,2018
1648,Roscommon,0,669000,46609920,47278920,Industrial-Manufacturing,2018
1649,Saginaw,0,2448000,0,2448000,Industrial-Manufacturing,2018
1650,Saint Clair,4608084764,0,0,4608084764,Industrial-Manufacturing,2018
1651,Saint Joseph,0,662338450,46894136,709232586,Industrial-Manufacturing,2018
1652,Sanilac,0,32917521,45600000,78517521,Industrial-Manufacturing,2018
1653,Schoolcraft,1794720000,2485174943,1135036000,5414930943,Industrial-Manufacturing,2018
1654,Shiawassee,0,69323000,69513600,138836600,Industrial-Manufacturing,2018
1655,Tuscola,0,2645700,70409250,73054950,Industrial-Manufacturing,2018
1656,Van Buren,0,424987871,0,424987871,Industrial-Manufacturing,2018
1657,Washtenaw,0,251783369,276505796,528289165,Industrial-Manufacturing,2018
1658,Wayne,98018859212,577929575,80033680955,178630469742,Industrial-Manufacturing,2018
1659,Wexford,0,285719831,0,285719831,Industrial-Manufacturing,2018
1660,Alcona,0,37996419,13326762,51323181,Irrigation,2018
1661,Alger,0,6000000,0,6000000,Irrigation,2018
1662,Allegan,0,1904329639,1935126075,3839455714,Irrigation,2018
1663,Alpena,0,18119000,74172230,92291230,Irrigation,2018
1664,Antrim,0,2089120495,41232565,2130353060,Irrigation,2018
1665,Arenac,0,67203696,62685273,129888969,Irrigation,2018
1666,Baraga,0,0,0,0,Irrigation,2018
1667,Barry,0,760668834,278041138,1038709972,Irrigation,2018
1668,Bay,0,58702447,549395290,608097737,Irrigation,2018
1669,Benzie,0,407196402,0,407196402,Irrigation,2018
1670,Berrien,1680000,2006841600,496010567,2504532167,Irrigation,2018
1671,Branch,0,4497566247,1899881133,6397447380,Irrigation,2018
1672,Calhoun,0,1909693927,816251533,2725945460,Irrigation,2018
1673,Cass,0,7941625435,322250477,8263875912,Irrigation,2018
